annee_reference;domain;indicator_id;territoire;value;unit;source_family;authority;source_file;source_page;source_value_label;record_role;quality_status;coverage_status;note;numerator;denominator
2023;EAU_POTABLE;EP_VOLUME_FACTURE;CAESM;7983058.0;m³/an;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;;PRODUCTION;OK;COMPLETE;;;
2023;EAU_POTABLE;EP_RESEAU_KM;CAESM;1377.23;km;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;;PRODUCTION;OK;COMPLETE;;;
2023;EAU_POTABLE;EP_ABONNES;CAESM;62699.0;abonnés;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;;PRODUCTION;OK;COMPLETE;;;
2023;EAU_POTABLE;P101.1_LOCAL;CAESM;98.5;%;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;;PRODUCTION;OK;COMPLETE;;;
2023;EAU_POTABLE;P102.1_LOCAL;CAESM;100.0;%;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;;PRODUCTION;OK;COMPLETE;;;
2023;EAU_POTABLE;EP_VOLUME_FACTURE;ROBERT_TRINITE;1898167.0;m³/an;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;EAU_POTABLE;EP_RESEAU_KM;ROBERT_TRINITE;284.3;km;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;EAU_POTABLE;EP_ABONNES;ROBERT_TRINITE;14266.0;abonnés;EX_SICSM_EP;SME / CAESM + Robert-Trinite;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_STEU_NB;CAESM;32.0;stations;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_POSTES_REFOULEMENT;CAESM;123.0;ouvrages;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_VOLUME_TRAITE;CAESM;3254971.0;m³/an;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_BOUES_TMS;CAESM;322.2;tMS/an;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_RESEAU_KM;CAESM;305.1;km;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_ABONNES;CAESM;24046.0;abonnés;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;7;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_STEU_NB;ROBERT_TRINITE;8.0;stations;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_POSTES_REFOULEMENT;ROBERT_TRINITE;62.0;ouvrages;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_VOLUME_TRAITE;ROBERT_TRINITE;834627.0;m³/an;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_BOUES_TMS;ROBERT_TRINITE;106.259;tMS/an;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_RESEAU_KM;ROBERT_TRINITE;102.502;km;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_ABONNES;ROBERT_TRINITE;6774.0;abonnés;EX_SICSM_AC;SME / CAESM + Robert-Trinite;RAD_Assainissement_Ex-SICSM_2023.pdf;8;;PRODUCTION;OK;COMPLETE;Sous-périmètre de CAP Nord.;;
2023;ANC;ANC_CONTROLE_CONCEPTION;CAESM;494;contrôles/an;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;4;;PRODUCTION;OK;COMPLETE;443 PC + 51 réhabilitations.;;
2023;ANC;ANC_CONTROLE_EXECUTION;CAESM;61;contrôles/an;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;4;;PRODUCTION;OK;COMPLETE;;;
2023;ANC;ANC_CONTROLE_EXISTANT;CAESM;250;contrôles/an;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;4;;PRODUCTION;OK;COMPLETE;216 ventes + 34 ponctuels/nuisances.;;
2023;ANC;ANC_CONTROLES_TOTAL;CAESM;805;contrôles/an;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;4;;PRODUCTION;OK;COMPLETE;;;
2023;ANC;D301.0_LOCAL;CAESM;73440;habitants;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;5;;PRODUCTION;OK;COMPLETE;Calcul local : (abonnés AEP - abonnés AC) × 1,9 personne/foyer.;;
2023;ANC;ANC_INSTALLATIONS_ESTIMEES;CAESM;38653;foyers/installations;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;5;;PRODUCTION;OK;COMPLETE;;;
2023;ANC;P301.3;CAESM;;%;CAESM_SPANC;CAESM;RPQS SPANC 2023.pdf;2;;DIAGNOSTIC;NOT_CALCULABLE;NOT_APPLICABLE;D302.0 = 70 (<100), le RPQS indique que P301.3 ne doit pas être calculé.;;
2023;EAU_POTABLE;EP_VOLUME_PRODUIT;CAP_NORD_CONTRAT_SME;5376217.0;m³/an;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;EP_VOLUME_MIS_DISTRIBUTION;CAP_NORD_CONTRAT_SME;7732079.0;m³/an;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;EP_VOLUME_FACTURE;CAP_NORD_CONTRAT_SME;3824192.0;m³/an;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;EP_RESEAU_KM;CAP_NORD_CONTRAT_SME;950.41;km;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;P104.3_LOCAL;CAP_NORD_CONTRAT_SME;50.8;%;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;EP_ABONNES;CAP_NORD_CONTRAT_SME;38372.0;abonnés;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;EAU_POTABLE;P102.1_LOCAL;CAP_NORD_CONTRAT_SME;100.0;%;CAPNORD_EP_CONTRACT;SME / CAP Nord;RAD_Eau_potable_CAP_NORD_2023.pdf;7;;DIAGNOSTIC;TERRITORY_MAPPING_TO_CONFIRM;COMPLETE;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel.";;
2023;ASSAINISSEMENT_COLLECTIF;AC_RESEAU_KM;CAP_NORD;254.88;km;CAPNORD_AC_RPQS;CAP Nord;RPQS Assainissement collectif 2023.pdf;6;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_BOUES_TMS;CAP_NORD;353.0;tMS/an;CAPNORD_AC_RPQS;CAP Nord;RPQS Assainissement collectif 2023.pdf;11;;PRODUCTION;OK;COMPLETE;Somme Trinité-Robert + autres communes.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_ABONNES;CAP_NORD;17981;abonnés;CAPNORD_AC_RPQS;CAP Nord;RPQS Assainissement collectif 2023.pdf;12;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_POPULATION_DESSERVIE;CAP_NORD;44409;habitants;CAPNORD_AC_RPQS;CAP Nord;RPQS Assainissement collectif 2023.pdf;11;;PRODUCTION;OK;COMPLETE;;;
2023;ASSAINISSEMENT_COLLECTIF;AC_VOLUME_ASSUJETTI;CAP_NORD;1771215;m³/an;CAPNORD_AC_RPQS;CAP Nord;RPQS Assainissement collectif 2023.pdf;5;;PRODUCTION;OK;COMPLETE;"Volume assujetti à la redevance ; ne pas confondre avec volume traité.";;
2023;ANC;D301.0_LOCAL;CAP_NORD;96187;habitants;CAPNORD_SPANC;CAP Nord;RPQS SPANC 2023(1).pdf;3;;DIAGNOSTIC;METHODOLOGY_TO_REVIEW;COMPLETE;La valeur correspond à une population INSEE ancienne du territoire et semble surestimer la population réellement en ANC.;;
2023;ANC;ANC_INSTALLATIONS_ESTIMEES;CAP_NORD;30152;installations;CAPNORD_SPANC;CAP Nord;RPQS SPANC 2023(1).pdf;3;;PRODUCTION;OK;COMPLETE;;;
2023;ANC;P301.3_PUBLISHED;CAP_NORD;28.0;%;CAPNORD_SPANC;CAP Nord;RPQS SPANC 2023(1).pdf;9;;AUDIT;SOURCE_CALCULATION_ERROR;COMPLETE;"Valeur publiée 2023 ; 4801/18322 = 26,20 %. Le RPQS 2024 corrige rétrospectivement 2023 à 26,20 %.";4801;18322
2023;ANC;P301.3;CAP_NORD;26.203471236764546;%;CAPNORD_SPANC;CAP Nord;RPQS SPANC 2023(1).pdf;9;;PRODUCTION;REVISED_BY_LATER_SOURCE;COMPLETE;Valeur recalculée et confirmée par le RPQS 2024.;4801;18322
2023;ASSAINISSEMENT_COLLECTIF;AC_ABONNES;Martinique;82085.0;abonnés;DERIVED;ODE;CALCUL_LOCAL;;;PRODUCTION;OK;COMPLETE;Somme des trois EPCI à partir des RAD/RPQS locaux.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_RESEAU_KM;Martinique;943.98;km;DERIVED;ODE;CALCUL_LOCAL;;;PRODUCTION;OK;COMPLETE;Somme des trois EPCI à partir des RAD/RPQS locaux.;;
2023;ASSAINISSEMENT_COLLECTIF;AC_BOUES_TMS;Martinique;1745.6200000000001;tMS/an;DERIVED;ODE;CALCUL_LOCAL;;;PRODUCTION;OK;COMPLETE;Somme des trois EPCI à partir des RAD/RPQS locaux.;;
