annee_reference;competence;service_id;epci_normalise;code;valeur_num;valeur_texte;source_file;date_snapshot
2022;EP;196862;CACEM;VP.244;1.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.245;0.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.246;1.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.247;1.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.248;0.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.249;0.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.263;15.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;EP;196862;CACEM;VP.264;45.0;;SISPEA_extraction_2022_AEP.ods;2026-09-24T17:33:42.676
2022;AC;196850;CAESM;D201.0;44795.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;D202.0;0.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;D203.0;322.2;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;D204.0;3.57;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P201.1;58.84;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P202.2B;93.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P203.3;0.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P204.3;3.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P205.3;2.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P206.3;100.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P207.0;0.0007;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P251.1;0.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P252.2;5.9;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P253.2;0.03;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P254.3;96.2;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P255.3;20.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P256.2;11.4;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P257.0;11.01;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;P258.1;2.14;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.056;23827.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.177;286.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.190;69.22;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.178;109.4;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.191;17.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.179;32.81;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.213;2.1;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.219;0.05;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.183;1338538.97;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.182;15279979.85;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.119;1875.6;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.185;9953055.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
2022;AC;196850;CAESM;VP.003;51.0;;SISPEA_extraction_2022_AC.xls;2026-09-24T17:34:59
