annee;severity;type;message
2024;INFO;POPULATION_FALLBACK;Martinique: millésime 2023 utilisé pour l'indicateur 2024.
2024;INFO;POPULATION_FALLBACK;CACEM: millésime 2023 utilisé pour l'indicateur 2024.
2024;INFO;POPULATION_FALLBACK;CAESM: millésime 2023 utilisé pour l'indicateur 2024.
2024;INFO;POPULATION_FALLBACK;CAP_NORD: millésime 2023 utilisé pour l'indicateur 2024.
