year_reference;code_steu;code_agglo;nom_agglo;nature_steu;epci_normalise;etat_steu;capacite_nominale_eh;capacite_nominale_kg_dbo5;percentile95_m3_j;charge_max_entree_eh;debit_entrant_m3_j;filiere_eau_principale;filiere_boues_principale;conformite_equipement_agglo;conformite_performance_agglo;conformite_collecte_agglo;conformite_globale_agglo;conformite_equipement_steu;conformite_performance_steu;conformite_station_reconstituee;cause_non_conformite;production_boues_tms;code_systeme_collecte;nom_systeme_collecte;code_masse_eau;nom_masse_eau;nom_milieu_rejet;type_milieu_rejet;latitude_rejet_wgs84;longitude_rejet_wgs84;date_derniere_modification_source;date_mise_a_jour_agglo;source_file
2022;080000497230;080000597230;LATRINITE-BELLEVUE;Urbain;CAP Nord;En service;700.0;42.0;41.0;160.0;42.0;Disques biologiques;Epaississement statique gravitaire;Oui;Oui;N/A;Oui;Oui;Oui;;;1.25;S080000497230;Systeme de collecte - TRINITE-Bellevue;FRJR106;Galion;REJET PRINCIPAL DE TRINITE-Bellevue;Eau douce de surface;14.7380265;-61.0106765;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000297230;080000297230;La TrinitéTARTANE;Urbain;CAP Nord;En service;2100.0;126.0;682.0;2699.0;460.0;Boue activée faible charge;Lits de séchage;Non;Non;Oui;Non;Non;Non;False;Point de mesure A2 absent;19.74;080000297230;SC du STEU : TARTANE;FRJC012;Baie de La Trinite;Rejet TARTANE;Eau côtière;14.7642463;-60.9259314;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000297210;080000297210;Le François - BONNY CHOPOTTE;Urbain;CAESM;En service;250.0;15.0;30.0;6.0;12.0;Boue activée moyenne charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Autosurveillance jugée incorrecte par AE /ODE (STEU);0.0;S080000297210;Systeme de collecte - FRANCOIS;;;REJET PRINCIPAL DE FRANCOIS;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397210;080000397210;Le François- CHOPOTTE;Privé;CAESM;En service;150.0;9.0;0.0;150.0;0.0;Boue activée faible charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000397210;Systeme de collecte - FRANCOIS - CHOPOTTE;FRJC008;Littoral du Francois au Vauclin;REJET PRINCIPAL DE FRANCOIS - CHOPOTTE;Eau douce de surface;14.6381872;-60.9205134;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000697213;080000997213;Le Lamentin - CLUB NAUTIQUE;Urbain;CACEM;En service;120.0;7.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000697213;Systeme de collecte - Le Lamentin Club Nautique;;;REJET PRINCIPAL DE Le Lamentin Club Nautique;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197213;080000197213;Le Lamentin - GAIGNERON;Urbain;CACEM;En service;35000.0;2100.0;4284.0;30333.0;3733.0;Boue activée aération prolongée (très faible charge);Centrifugation;Oui;N/A;Oui;Non;Oui;Oui;True;;195.44;080000197213;SC du STEU : GAIGNERON;FRJR111;Lézarde Aval;Rejet GAIGNERON;Eau douce de surface;14.6087948;-60.9930057;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001297213;080000497213;Le Lamentin - LYCEE CROIX-RIVAIL;Privé;Non déterminé;En service;400.0;24.0;0.0;200.0;40.0;Boue activée faible charge;Lits de séchage;Non;Non;N/A;Non;Oui;Non;;;0.0;S080001297213;Systeme de collecte - LAMENTIN;FRJR112;Lézarde Moyenne;REJET PRINCIPAL DE LAMENTIN;Eau douce de surface;14.6122572;-60.9629439;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;089721300001HS;080000497213;Le Lamentin - LYCEE CROIX-RIVAIL;Privé;Non déterminé;En service;0.0;0.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S089721300001HS;Systeme de collecte - ZI_JAMBETTE;;;REJET PRINCIPAL DE ZI_JAMBETTE;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000397213;080000397213;Le Lamentin - PELLETIER DESIRADE;Urbain;CACEM;En service;3500.0;210.0;226.0;1350.0;117.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Point de mesure A2 absent;7.75;080000397213;SC du STEU : PELLETIER DESIRADE;FRJR112;Lézarde Moyenne;Rejet PELLETIER DESIRADE;Eau douce de surface;14.6675192;-60.9955997;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080002297213;080000697213;Le Lamentin- RESIDENCE SOROCA;Privé;Non déterminé;En service;250.0;15.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;;0.0;S080002297213;Systeme de collecte - Résidence Soroca;FRJR112;Lézarde Moyenne;REJET PRINCIPAL DE RESIDENCE SOROCA;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000797213;080000597213;Le Lamentin - ROCHES CARREES CACEM;Urbain;CACEM;En service;500.0;30.0;0.0;0.0;0.0;Boue activée faible charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000797213;Systeme de collecte - LAMENTIN-Roches carrées (CACEM);;;REJET PRINCIPAL DE LAMENTIN-Roches carrées (CACEM);Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000597213;080000797213;LELAMENTIN-SARRAULT;Urbain;CACEM;En service;150.0;9.0;0.0;6.0;22.0;Boue activée faible charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000597213;Systeme de collecte - LELAMENTIN-SARRAULT;FRJR112;Lézarde Moyenne;REJET PRINCIPAL DE LELAMENTIN-SARRAULT;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080002797213;080000897213;Le Lamentin ZI JAMBETTE;Urbain;CACEM;En service;500.0;30.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;080002797213;Systeme de collecte - ZI JAMBETTE;;;REJET PRINCIPAL DE ZI JAMBETTE;Eau douce de surface;14.6140821;-61.0366124;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197216;080000197216;Le Marigot;Urbain;CAP Nord;En service;1800.0;108.0;484.0;1899.0;220.0;Boue activée forte charge;Lits de séchage;Oui;Non;Oui;Non;Oui;Non;False;Mauvaises performances;0.0;080000197216;SC du STEU : BOURG;FRJC004;Nord-Atlantique, plateau insulaire;Rejet BOURG;Eau côtière;14.8216816;-61.0320507;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000297217;080000197217;Le Marin - DUPREY;Urbain;CAESM;En service;250.0;15.0;15.0;45.0;15.0;Boue activée faible charge;Lits de séchage;Oui;Non;Oui;Non;Oui;Oui;True;;0.0;S080000297217;Systeme de collecte - MARIN-Duprey;FRJC010;Baie du Marin;REJET PRINCIPAL DE MARIN-Duprey;Eau douce de surface;14.4602537;-60.8891751;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397217;080000197217;Le Marin - DUPREY;Urbain;CAESM;En service;12500.0;750.0;0.0;12000.0;0.0;Bioréacteur à membrane;Centrifugation;Oui;Non;Oui;Non;Oui;Non;False;Point de mesure A2 absent;26.2;080000397217;SC du STEU : Bourg Nvelle Step;FRJC010;Baie du Marin;Rejet Bourg Nvelle Step;Eau douce de surface;14.4683514;-60.8583198;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000997218;080000797218;LEMORNE-ROUGECAT SAVANE PETIT;Urbain;CAESM;En service;0.0;0.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000997218;Systeme de collecte - LELE MORNE ROUGE CAT PETITE SAVANE;;;REJET PRINCIPAL DE LELE MORNE ROUGE CAT PETITE SAV;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197218;080000197218;Le Morne-RougeCHAZEAU;Urbain;CAP Nord;En service;1000.0;60.0;120.0;1283.0;104.0;Boue activée aération prolongée (très faible charge);Lits de séchage;Non;Non;Oui;Non;Non;Oui;False;;0.0;080000197218;SC du STEU : CHAZEAU;FRJR102;Capot;Rejet CHAZEAU;Eau douce de surface;14.7862769;-61.1366461;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001597218;080000197218;Le Morne-RougeCHAZEAU;Privé;Non déterminé;En service;50.0;3.0;0.0;33.0;0.0;Lit bactérien;Epaississement statique gravitaire;Non;Non;Oui;Non;Oui;Non;False;Non transmission de l'autosurveillance;0.0;S080001597218;Systeme de collecte - MORNE-ROUGE;FRJR102;Capot;REJET PRINCIPAL DE MORNE-ROUGE;Eau douce de surface;14.7779393;-61.1337544;2024-12-19;2024-12-17;export-as-telechargement(2).csv
2022;080001097218;080000897218;Le Morne-Rouge HAUT BOURG;Urbain;CAP Nord;En service;120.0;7.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080001097218;Systeme de collecte - Le Morne-Rouge HAUT BOURG;;;REJET PRINCIPAL DE Le Morne-Rouge HAUT BOURG;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000497218;080000497218;Le Morne-RougePARNASSE;Urbain;CAP Nord;En service;100.0;6.0;7.0;6.0;9.0;Boue activée aération prolongée (très faible charge);Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Mauvaises performances;0.0;080000497218;SC du STEU : PARNASSE;FRJR004;-;Rejet PARNASSE;Eau douce de surface;14.7546579;-61.1492951;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000997219;080000197219;Le Prêcheur - ANSE BELLEVILLE;Urbain;CAP Nord;En service;150.0;9.0;25.0;68.0;25.0;Boue activée faible charge;Lits de séchage;Oui;N/A;N/A;Non;Oui;Oui;;;0.0;S080000997219;Systeme de collecte - PRECHEUR;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000697219;080000297219;Le Prêcheur - LA PERLE;Urbain;CAP Nord;En service;200.0;12.0;25.0;60.0;35.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Oui;;;0.0;S080000697219;Systeme de collecte - PRECHEUR-Cité Coquette;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR-Cité Coquette;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397219;080000297219;Le Prêcheur - LA PERLE;Urbain;CAP Nord;En service;100.0;6.0;0.0;0.0;0.0;Décantation physique;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance;0.0;S080000397219;Systeme de collecte - PRECHEUR-Cité Lenny/solidarité;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR-Cité Lenny/solidarité;Eau douce de surface;;;2024-12-19;2024-12-17;export-as-telechargement(2).csv
2022;080000597219;080000297219;Le Prêcheur - LA PERLE;Urbain;CAP Nord;En service;400.0;24.0;20.0;368.0;45.0;Disques biologiques;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Oui;;;0.0;S080000597219;Systeme de collecte - PRECHEUR-La Perle;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR-La Perle;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000897219;080000297219;Le Prêcheur - LA PERLE;Urbain;CAP Nord;En service;80.0;5.0;0.0;80.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance;0.0;S080000897219;Systeme de collecte - PRECHEUR-L'Ecole;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR-L'Ecole;Eau douce de surface;;;2024-12-19;2024-12-17;export-as-telechargement(2).csv
2022;080001197219;080000297219;Le Prêcheur - LA PERLE;Urbain;CAP Nord;En service;600.0;36.0;0.0;233.0;55.0;Disques biologiques;;Oui;Non;N/A;Non;Oui;Oui;;;0.0;S080001197219;Systeme de collecte - PRECHEUR-Morne Folie;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE PRECHEUR-Morne Folie;Eau côtière;14.7871415;-61.2174481;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000197222;080000197222;Le Robert - COURBARIL;Urbain;CAP Nord;En service;2000.0;120.0;814.0;3012.0;490.0;Boue activée aération prolongée (très faible charge);Lits de séchage;Non;Non;Oui;Non;Non;Non;False;Mauvaises performances;4.34;080000197222;SC du STEU : COURBARIL;FRJC005;Fond Ouest de la Baie du Robert;Rejet COURBARIL;Eau côtière;14.6732855;-60.9409562;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000397222;080000197222;Le Robert - COURBARIL;Urbain;CAP Nord;En service;3000.0;180.0;570.0;4554.0;336.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Mauvaises performances;0.0;080000397222;SC du STEU : MOULIN A VENT;FRJC005;Fond Ouest de la Baie du Robert;Rejet MOULIN A VENT;Eau douce de surface;14.6818067;-60.9480892;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000597222;080000197222;Le Robert - COURBARIL;Urbain;CAP Nord;En service;1000.0;60.0;80.0;540.0;60.0;Boue activée aération prolongée (très faible charge);Lits de séchage;Non;Non;Oui;Non;Non;Oui;False;;3.46;080000597222;SC du STEU : POINTE LYNCH;FRJC005;Fond Ouest de la Baie du Robert;Rejet POINTE LYNCH;Eau douce de surface;14.6826179;-60.9315675;2024-12-17;2024-12-06;export-as-telechargement(2).csv
2022;080000297222;080000497222;Le Robert- FOUR A CHAUX;Urbain;CAP Nord;En service;2000.0;120.0;359.0;567.0;97.0;Boue activée faible charge;Lits de séchage;Non;Oui;N/A;Non;Non;Oui;;;0.0;080000297222;SC du STEU : FOUR A CHAUX;FRJC005;Fond Ouest de la Baie du Robert;Rejet FOUR A CHAUX;Eau douce de surface;14.6552284;-60.9305068;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001397222;080000697222;Le Robert- MANSARDE CATALOGNE;Privé;Non déterminé;En service;400.0;24.0;0.0;400.0;0.0;Disques biologiques;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080001397222;Systeme de collecte - ROBERT-Sarl Catalogne;;;REJET PRINCIPAL DE ROBERT-Sarl Catalogne;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001297222;080000597222;Le Robert - RESIDENCE HELIA;Privé;Non déterminé;En service;50.0;3.0;0.0;0.0;0.0;Biofiltre;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080001297222;Systeme de collecte - ROBERT-Résidence Hélia;;;REJET PRINCIPAL DE ROBERT-Résidence Hélia;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197214;080000197214;LORRAIN;Urbain;CAP Nord;En service;1800.0;108.0;335.0;1500.0;0.0;Boue activée aération prolongée (très faible charge);Lits de séchage;Non;Non;Oui;Non;Non;Non;False;Mauvaises performances;0.0;080000197214;SC du STEU : BOURG;FRJC004;Nord-Atlantique, plateau insulaire;Rejet BOURG;Estuaire (dont étang salé);14.8361343;-61.0622051;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000697214;080000297214;LORRAIN-RÉSIDENCE CANNE À SUCRE;Privé;Non déterminé;En service;400.0;24.0;0.0;551.0;0.0;;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000697214;Systeme de collecte - LORRAIN;FRJC004;Nord-Atlantique, plateau insulaire;REJET PRINCIPAL DE LORRAIN;Eau douce de surface;14.8294103;-61.0482376;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000497214;080000397214;LORRAIN-RESIDENCE MACEDOINE;Privé;Non déterminé;En service;300.0;18.0;0.0;0.0;0.0;;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000497214;Systeme de collecte - LERESIDENCE-MACEDOINE;FRJC004;Nord-Atlantique, plateau insulaire;REJET PRINCIPAL DE LERESIDENCE-MACEDOINE;Eau douce de surface;14.8139499;-61.0709299;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000297215;080000197215;MACOUBA-CASE-PAUL;Urbain;CAP Nord;En service;500.0;30.0;64.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Nombre de bilans d'autosurveillance insuffisant sur au moins un des paramètres DBO5-DCO-NGL-Pt;0.0;080000297215;Systeme de collecte - MACOUBA;FRJC004;Nord-Atlantique, plateau insulaire;REJET PRINCIPAL DE MACOUBA;Eau douce de surface;14.8760313;-61.1440918;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197215;080000297215;Macouba - GUERIN;Urbain;CAP Nord;En service;200.0;12.0;0.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080000197215;Systeme de collecte - MACOUBA-Guérin;FRJC004;Nord-Atlantique, plateau insulaire;REJET PRINCIPAL DE MACOUBA-Guérin;Eau douce de surface;14.8767977;-61.1382963;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000597218;080000597218;MORNE-ROUGE-ADAPEI CHAMPFLORE;Urbain;CAP Nord;En service;200.0;12.0;0.0;7.0;10.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000597218;Systeme de collecte - MORNE-ROUGE-Adapei Champflore;FRJR102;Capot;REJET PRINCIPAL DE MORNE-ROUGE-Adapei Champflore;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000297218;080000297218;MORNE-ROUGE-FOND ROSE;Urbain;CAP Nord;En service;175.0;11.0;25.0;171.0;25.0;Boue activée aération prolongée (très faible charge);Epaississement statique gravitaire;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;080000297218;SC du STEU : FOND ROSE;FRJR005;-;Rejet FOND ROSE;Eau douce de surface;14.7703661;-61.1326303;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397218;080000397218;MORNE-ROUGE-GALETTE;Urbain;CAP Nord;En service;200.0;12.0;35.0;363.0;35.0;Boue activée faible charge;Lits de séchage;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;080000397218;SC du STEU : GALETTE;FRJR004;-;Rejet GALETTE;Eau douce de surface;14.7665293;-61.1331274;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001197218;080000697218;MORNE-ROUGE-GRAND CHAZEAU (CAP21);Urbain;CAP Nord;En service;500.0;30.0;60.0;25.0;60.0;Boue activée faible charge;;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080001197218;Systeme de collecte - MORNE-ROUGE;FRJR102;Capot;REJET PRINCIPAL DE MORNE-ROUGE;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000197233;080000197233;MORNE-VERT-LA VIGIE;Urbain;CAP Nord;En service;300.0;18.0;30.0;375.0;40.0;Disques biologiques;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Mauvaises performances;0.0;S080000197233;Systeme de collecte - MORNE-VERT-La Vigie;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE MORNE-VERT-La Vigie;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000897220;080000497220;RIVIERE-PILOTE-JOSSEAU;Privé;Non déterminé;En service;225.0;14.0;0.0;0.0;0.0;;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000897220;Systeme de collecte - RIVIERE-PILOTE-Résidence Malvina et Lu;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE RIVIERE-PILOTE-Résidence Malvin;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197220;080000197220;RIVIERE-PILOTE-MANIKOU;Urbain;CAESM;En service;650.0;39.0;70.0;385.0;58.0;Disques biologiques;Epaississement statique gravitaire;Non;Non;N/A;Non;Oui;Non;;Mauvaises performances;0.0;080000197220;SC du STEU : MANIKOU;FRJR108;Grande Rivière Pilote;Rejet MANIKOU;Eau douce de surface;14.4807122;-60.9033567;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397220;080000197220;RIVIERE-PILOTE-MANIKOU;Privé;Non déterminé;En service;800.0;48.0;0.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Non;Non;N/A;Non;Non;Non;;;0.0;S080000397220;Systeme de collecte - RIVIERE-PILOTE;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE RIVIERE-PILOTE;Eau douce de surface;14.4806624;-60.9028378;2024-12-05;2024-12-17;export-as-telechargement(2).csv
2022;080000497220;080000197220;RIVIERE-PILOTE-MANIKOU;Privé;Non déterminé;En service;800.0;48.0;0.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Non;Non;N/A;Non;Oui;Non;;;0.0;S080000497220;Systeme de collecte - Manikou 2;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE Manikou 2;Eau douce de surface;14.4797256;-60.9062131;2024-12-05;2024-12-17;export-as-telechargement(2).csv
2022;080000597220;080000397220;RIVIERE-PILOTE-MANIKOU_1;Urbain;Non déterminé;En service;200.0;12.0;0.0;114.0;42.0;Boue activée moyenne charge;;Oui;Non;N/A;Non;Oui;Non;;Nombre de bilans d'autosurveillance insuffisant;0.0;S080000597220HS;Systeme de collecte - RIVIERE-PILOTE-Préfontaine;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE RIVIERE-PILOTE-Préfontaine;Eau douce de surface;14.4807122;-60.9033567;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197221;080000197221;Rivière-Salée;Urbain;CAESM;En service;7000.0;420.0;1558.0;14124.0;1134.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Autosurveillance jugée incorrecte par AE /ODE (STEU);0.0;080000197221;SC du STEU : BOURG Grd Case;FRJR110;Salée;Rejet BOURG Grd Case;Eau douce de surface;14.5429332;-60.9769958;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001697221;080000597221;Rivière-Salée - BOIS TI-BAUME;Privé;Non déterminé;En service;58.0;3.0;0.0;0.0;0.0;Boue activée forte charge;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080001697221;Systeme de collecte - RIVIERE-SALEE - BOIS TI-BAUME;;;REJET PRINCIPAL DE RIVIERE-SALEE - BOIS TI-BAUME;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000497221;080000497221;RIVIERE-SALEE-DESMARINIÈRE;Privé;Non déterminé;En service;100.0;6.0;0.0;26.0;13.0;Boue activée forte charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000497221;Systeme de collecte - RIVIERE-SALEE- 	  Résidence Desmariniè;;;REJET PRINCIPAL DE RIVIERE-SALEE- 	  Résidence Des;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000297221;080000297221;RIVIERE-SALEE-FOND-MASSON;Urbain;CAESM;En service;450.0;27.0;0.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.0;S080000297221;Systeme de collecte - RIVIERE-SALEE-Fond-Masson;FRJR110;Salée;REJET PRINCIPAL DE RIVIERE-SALEE-Fond-Masson;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397221;080000397221;RIVIERE-SALEE-KANEL;Urbain;CAESM;En service;200.0;12.0;30.0;145.0;40.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080000397221;Systeme de collecte - RIVIERE-SALEE-Kanel;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE RIVIERE-SALEE-Kanel;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001597221;080000697221;RIVIERE-SALEE-LES-DIGUES;Privé;Non déterminé;En service;320.0;19.0;0.0;0.0;0.0;;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080001597221;Systeme de collecte - RIVIERE-SALEE-RESIDENCE LES-DIGUES;FRJR108;Grande Rivière Pilote;REJET PRINCIPAL DE RIVIERE-SALEE-RESIDENCE LES-DIG;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000497222;080000297222;ROBERT-VERT-PRE;Urbain;CAP Nord;En service;3000.0;180.0;407.0;1158.0;94.0;Boue activée forte charge;Filtration à bande;Oui;Oui;Oui;Oui;Oui;Oui;True;;1.02;080000497222;SC du STEU : VERT PRE;FRJR113;Lézarde Amont;Rejet VERT PRE;Eau douce de surface;14.6876549;-60.9833201;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000197226;080000197226;Sainte-Anne - BELFOND;Urbain;CAESM;En service;8000.0;480.0;969.0;4745.0;740.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Oui;Non;Oui;Non;Oui;Non;False;Point de mesure A2 absent;0.0;080000197226;SC du STEU : BELFOND;FRJC010;Baie du Marin;Rejet BELFOND;Eau côtière;14.4458576;-60.8769506;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397226;080000297226;Sainte-Anne - RESIDENCE SOLEIL LEVANT;Privé;Non déterminé;En service;250.0;15.0;30.0;83.0;25.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Oui;;;0.0;S080000397226;Systeme de collecte - SAINTE-ANNE-Mahogany;FRJC006;Littoral du Vauclin a Sainte-Anne;REJET PRINCIPAL DE SAINTE-ANNE-Mahogany;Eau douce de surface;;;2024-12-17;2024-12-19;export-as-telechargement(2).csv
2022;080000697226;080000297226;Sainte-Anne - RESIDENCE SOLEIL LEVANT;Privé;Non déterminé;En service;110.0;7.0;0.0;110.0;0.0;Boue activée moyenne charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance;0.0;S080000697226;Systeme de collecte - SAINTE-ANNE-Résidence Soleil Levant;;;REJET PRINCIPAL DE SAINTE-ANNE-Résidence Soleil Le;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197227;080000197227;SAINTE-LUCE;Urbain;CAESM;En service;16755.0;1005.0;1402.0;11340.0;1041.0;Bioréacteur à membrane;Centrifugation;Oui;Oui;Oui;Oui;Oui;Oui;True;;68.24;080000197227;SC du STEU : GROS RAISIN;FRJC017;Baie de Sainte-Luce;Rejet GROS RAISIN;Eau côtière;14.4538673;-60.9445776;2024-12-17;2024-12-17;export-as-telechargement(2).csv
