year_reference;source_file;libelle_du_bassin;code_du_bassin;nom_de_la_region;numero_departement;direction_du_service_gestionnaire;service_gestionnaire_de_l_agglo;code_sandre_de_l_agglomeration;nom_de_l_agglomeration;nom_de_la_commune_principale;code_insee_commune_principale;etat_de_agglomeration_en_2022;annee_de_creation;nombre_de_communes;nombre_de_steu;nombre_de_steu_en_service;taille_agglomeration_eh;tranche_obligation;maximum_de_la_somme_des_pollutions_entrantes_eh;somme_des_capacites_nominales_eh;conformite_equipement_agglo;conformite_perf_agglo;conformite_collecte_agglo_temps_sec;conformite_agglo_globale;date_de_mise_a_jour_agglo;type_de_reseau_majoritaire;existence_de_rejets_par_temps_sec;pourcentage_rejet_direct_temps_sec;date_mise_en_conformite_collecte_temps_sec;code_du_steu;nom_du_steu;nature_du_steu;code_sandre_nature_steu;etat_du_steu_en_2022;date_de_mise_en_service_du_steu;date_de_mise_hors_serv_du_steu;maitre_ouvrage;exploitant;commune_implantation;code_insee_commune_implantation;coordonnee_x_du_steu;coordonnee_y_du_steu;systeme_de_projection;code_sandre_systeme_de_projection;latitude_du_steu_wgs84;longitude_du_steu_wgs84;capacite_nominale_en_eh;capacite_nominale_en_kg_de_dbo5;percentile95_calcule_en_m3_j;charge_maximale_entrante_eh;debit_entrant_en_m3_j;filiere_eau_principale;filiere_boues_principale;arrete_concerne_regime_administratif;date_de_autorisation_ou_recepisse;niveau_traitement_requis_eru_biologique;date_echeance_du_traitement_requis_eru_biologique;date_de_mise_en_conformite_du_traitement_requis_eru_biologique;niveau_traitement_requis_eru_azote;date_echeance_du_traitement_requis_eru_azote;date_de_mise_en_conformite_du_traitement_requis_eru_azote;niveau_traitement_requis_eru_phosphore;date_echeance_du_traitement_requis_eru_phosphore;date_de_mise_en_conformite_du_traitement_requis_eru_phosphore;conformite_eru_equipement_steu;niveau_traitement_existant_biologique;niveau_traitement_existant_azote;niveau_traitement_existant_phosphore;niveau_traitement_existant_desinfection;existence_manuel_autosurveillance_steu;validation_manuel_autosurveillance_steu;conformite_eru_steu_perf_dbo;conformite_eru_steu_perf_dco;conformite_eru_steu_perf_ngl;conformite_eru_steu_perf_pt;conformite_globale_eru_performances;cause_de_non_conformite;prod_boues_sans_reactif_tms_an;duree_stockage_mois;quantite_reactifs_utilises_t_an;existence_plan_epandage_reglement;quantite_epandage_agricole_tms_an;quantite_incineree_tms_an;quantite_compostage_produit_tms_an;quantite_mise_en_decharge_tms_an;quantite_en_valorisation_industrielle_tms_an;qte_envoyee_sur_autre_steu_tms_an;compostage_dechet;transit;unite_de_traitement_de_sous_produits;centre_de_sechage_hors_steu;unite_de_methanisation;date_derniere_modification_steu;nom_du_milieu_de_rejet;type_du_milieu_du_rejet;nom_du_bassin_versant;coordonnee_x_du_rejet;coordonnee_y_du_rejet;latitude_du_rejet_wgs84;longitude_du_rejet_wgs84;rejet_a_plus_de_1500m_altitude;nom_zs;code_zs;sensibilite_azote;date_arrete_zs_azote;sensibilite_phosphore;date_arrete_zs_phosphore;code_sandre_du_systeme_de_collecte;nom_du_systeme_de_collecte;code_de_masse_eau;nom_de_la_masse_eau;commune_raccordee
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080004097209;FORT-DE-FRANCE - RESIDENCE DES ILES;Privé;4;En service;1990-06-04;;MAGPLUS IMMOBILIER;SOC EAUX ET ASSAINISSEMENT;Fort-de-France;97209;709165;1618863;UTM Nord fuseau 20;39;14.6351004;-61.0579955;500;30;0;44;0;Boue activée faible charge;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2024-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.66;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-05;REJET PRINCIPAL DE FORT-DE-FRANCE;Eau douce de surface;MARTINIQUE;709166;1618868;14.6351455;-61.0579858;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080004097209;SYSTEME DE COLLECTE - FORT-DE-FRANCE;FRJR116;Madame;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080004297209;FORT-DE-FRANCE - RESIDENCE LAETITIA;Privé;4;En service;2000-01-01;;;;Fort-de-France;97209;707015;1618250;UTM Nord fuseau 20;39;14.6297267;-61.0779975;50;3;0;26;0;Boue activée moyenne charge;Epaississement statique gravitaire;Arrêté du 22 juin 2007 relatif à l'assainissement des agglomérations;;Traitement secondaire;2005-12-31;2015-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0.39;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE FORT-DE-FRANCE-Résidence Laetit;Eau douce de surface;MARTINIQUE               ;707015;1618250;14.6297267;-61.0779975;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080004297209;Systeme de collecte - FORT-DE-FRANCE-Résidence Laetitia;FRJR116;Madame;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080003997209;FORT-DE-FRANCE - RESIDENCE LES CYCLADES;Privé;4;En service;2022-12-20;;MAGPLUS IMMOBILIER;SOC EAUX ET ASSAINISSEMENT;Fort-de-France;97209;707284;1617164;UTM Nord fuseau 20;39;14.6198926;-61.0755865;204;12;0;200;0;Boue activée aération prolongée (très faible charge);;Arrêté du 21 juillet 2015 relatif à l'assainissement des agglomérations;;Traitement secondaire;2005-12-31;2023-12-31;;;;;;;Non;;;;;Non;Non valide;Non;Non;;;Non;Non transmission complète ou incomplète de l'autosurveillance (STEU);0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-05;REJET PRINCIPAL DE Les Cyclades-résidence;Eau douce de surface;MARTINIQUE;707306;1617169;14.6199361;-61.0753819;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080003997209;Systeme de collecte - Les Cyclades-résidence;FRJG204;Domaine Centre;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080004397209;FORT-DE-FRANCE - RESIDENCE LES GOYAVES;Privé;4;En service;2015-01-01;;;SOC EAUX ET ASSAINISSEMENT;Fort-de-France;97209;707032;1616440;UTM Nord fuseau 20;39;14.6133695;-61.077982;80;5;0;40;10;Boue activée forte charge;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2015-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0.6;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE FORT-DE-FRANCE-Residence les Go;Eau douce de surface;MARTINIQUE               ;707032;1616440;14.6133695;-61.077982;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080004397209;Systeme de collecte - FORT-DE-FRANCE-Residence les Goyaves;FRJR116;Madame;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080008597209;FORT-DE-FRANCE - RESIDENCE MIMOSA;Privé;4;En service;2011-01-01;;SIMAR;SOC EAUX ET ASSAINISSEMENT;Fort-de-France;97209;707813;1619260;UTM Nord fuseau 20;39;14.6387922;-61.0705118;120;7;0;30;8;Biofiltre;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2012-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0.45;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE FORT-DE-FRANCE-Résidence Mimosa;Eau douce de surface;MARTINIQUE               ;707813;1619260;14.6387922;-61.0705118;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080008597209;Systeme de collecte - FORT-DE-FRANCE-Résidence Mimosa;FRJR116;Madame;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080005597209;FORT-DE-FRANCE - RESIDENCE ZAMANA;Privé;4;En service;2010-12-31;;SIMAR;SOC EAUX ET ASSAINISSEMENT;Fort-de-France;97209;707909;1619531;UTM Nord fuseau 20;39;14.6412337;-61.0695994;100;6;0;7;1;Biofiltre;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2011-12-31;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0.1;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE FORT-DE-FRANCE - RESIDENCE ZAMA;Eau douce de surface;MARTINIQUE               ;707991;1619480;14.6407665;-61.0688424;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080005597209;Systeme de collecte - FORT-DE-FRANCE - RESIDENCE ZAMANAS;FRJR116;Madame;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080001597213;LE LAMENTIN - BLANDIN ;Privé;4;En service;2000-01-28;;ASSOC SYND DE COPROP LOT LES MANGLES;SOC EAUX ET ASSAINISSEMENT;Le Lamentin;97213;713516;1616766;UTM Nord fuseau 20;39;14.6158114;-61.0177855;350;21;0;12;0;Boue activée faible charge;Epaississement statique gravitaire;Arrêté du 22 juin 2007 relatif à l'assainissement des agglomérations;;Traitement secondaire;2005-12-31;2024-12-31;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.18;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-05;REJET PRINCIPAL DE LAMENTIN;Eau douce de surface;MARTINIQUE               ;713670;1616750;14.6156547;-61.0163578;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080001597213;Systeme de collecte - LAMENTIN;FRJC015;Nord Baie de Fort-de-France;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080001797213;LE LAMENTIN - CONNEXION ZI LES MANGLES;Privé;4;En service;2000-01-01;;ASSOC SYND DE COPROP LOT LES MANGLES;SOC EAUX ET ASSAINISSEMENT;Le Lamentin;97213;713149;1616894;UTM Nord fuseau 20;39;14.616997;-61.0211808;150;9;0;5;0;Boue activée moyenne charge;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2020-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0.08;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE LAMENTIN-Connexion;Eau douce de surface;MARTINIQUE               ;713149;1616890;14.6169609;-61.0211812;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080001797213;Systeme de collecte - LAMENTIN-Connexion;FRJC015;Nord Baie de Fort-de-France;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197209;Fort-de-France - DILLON 1 ET 2;Fort-de-France;97209;En activité;1975;3;22;21;110772;"[ 100 000 ; ... [ EH";110772;85000;Non;Non;Oui;Non;2024-12-06;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080001997213;LE LAMENTIN - MULTIGROS;Privé;4;En service;2015-01-01;;;;Le Lamentin;97213;711806;1617050;UTM Nord fuseau 20;39;14.6185121;-61.0336311;60;4;0;60;0;Boue activée moyenne charge;Epaississement statique gravitaire;;;Traitement secondaire;2005-12-31;2015-01-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission de l'autosurveillance (STEU);0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE LAMENTIN-Multigros;Eau douce de surface;MARTINIQUE               ;711806;1617050;14.6185121;-61.0336311;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080001997213;Systeme de collecte - LAMENTIN-Multigros;FRJC015;Nord Baie de Fort-de-France;97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97209 : Fort-de-France | 97213 : Le Lamentin | 97213 : Le Lamentin | 97229 : Schœlcher | 97213 : Le Lamentin | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97229 : Schœlcher | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97209 : Fort-de-France | 97213 : Le Lamentin | 97209 : Fort-de-France | 97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;1;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000797209;Fort-de-France- LES MEYNARD;Fort-de-France;97209;En activité;2022;1;1;1;0;Taille ≤ 200 EH;0;30;Non;Non;N/A;Non;2024-12-19;Unitaire;Absence de rejets directs temps sec;0;;080000897209;FORT-DE-FRANCE - LES MEYNARD;Urbain;1;En service;2022-01-01;;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;Fort-de-France;97209;711022;1618698;UTM Nord fuseau 20;39;14.6334651;-61.0407745;30;2;0;0;0;;;Arrêté du 21 juillet 2015 relatif à l'assainissement des agglomérations;;Traitement approprié;2005-12-31;2023-12-31;;;;;;;Non;;;;;Non;Non valide;;;;;Non;Non transmission de l'autosurveillance (STEU);0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE Fort-de-France LES MEYNARD;Eau douce de surface;MARTINIQUE;;;;;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080000897209;Systeme de collecte - Fort-de-France LES MEYNARD;;;97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;1;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000697209;Fort-de-France TIVOLI LA FONTANE;Fort-de-France;97209;En activité;2022;1;1;1;0;Taille ≤ 200 EH;0;150;Non;Non;N/A;Non;2024-12-19;Inconnu;Absence de rejets directs temps sec;0;;080000697209;FORT-DE-FRANCE - TIVOLI LA FONTANE;Urbain;1;En service;2022-01-01;;;;Fort-de-France;97209;707595;1619487;UTM Nord fuseau 20;39;14.6408602;-61.0725171;150;9;0;0;0;;;Arrêté du 21 juillet 2015 relatif à l'assainissement des agglomérations;;Traitement approprié;2005-12-31;2023-12-31;;;;;;;Non;Traitement approprié;;;;Non;Non valide;;;;;Non;Non transmission de l'autosurveillance (STEU);0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-19;REJET PRINCIPAL DE Fort-de-France;Eau douce de surface;MARTINIQUE;;;;;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080000697209;Systeme de collecte - Fort-de-France;;;97209 : Fort-de-France
2022;export-as-telechargement(2).csv;MARTINIQUE;1;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080000197210;FRANCOIS;Le François;97210;En activité;1998;1;1;1;4964;"[ 10 000 ; 100 000 [ E";4964;6666;Non;Non;Oui;Non;2024-12-17;Séparatif;Absence de rejets directs temps sec;0;2021-01-01;080000197210;LE FRANCOIS - POINTE COURCHET;Urbain;1;En service;1998-01-01;;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;Le François;97210;725710;1617481;UTM Nord fuseau 20;39;14.6212821;-60.9045716;6666;400;1125;4964;979;Boue activée aération prolongée (très faible charge);Filtration à bande;Arrêté du 21 juillet 2015 relatif à l'assainissement des agglomérations;;Traitement secondaire;2005-12-31;2030-12-31;;;;;;;Non;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Point de mesure A2 absent;0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-17;Rejet POINTE COURCHET;Estuaire (dont étang salé);Océan Atlantique;726350;1617321;14.6197829;-60.8986466;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;080000197210;SC du STEU : POINTE COURCHET;FRJR107;François;97210 : Le François
2022;export-as-telechargement(2).csv;MARTINIQUE;4;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080001097210;FRANCOIS-CAP-EST;Le François;97210;En activité;2000;1;1;1;0;"] 200 ; 2 000 [ EH";0;500;Oui;Non;N/A;Non;2024-12-06;Inconnu;Absence de rejets directs temps sec;0;;080000497210;LE FRANCOIS - CAP-EST;Privé;4;En service;2000-01-28;;;SOC EAUX ET ASSAINISSEMENT;Le François;97210;731435;1613830;UTM Nord fuseau 20;39;14.5878109;-60.851769;500;30;0;0;0;Boue activée forte charge;Epaississement statique gravitaire;Arrêté du 22 juin 2007 relatif à l'assainissement des agglomérations;;Traitement approprié;2005-12-31;2000-10-01;;;;;;;Oui;Traitement secondaire;;;;Non;Non valide;Non;Non;;;Non;Non transmission complète ou incomplète de l'autosurveillance (STEU);0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-05;REJET PRINCIPAL DE FRANCOIS;Eau douce de surface;MARTINIQUE               ;;;;;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080000497210;Systeme de collecte - FRANCOIS;;;97210 : Le François
2022;export-as-telechargement(2).csv;MARTINIQUE;1;MARTINIQUE;972;DEAL de Martinique;SPE de la Martinique;080001197210;FRANCOIS- MANSARDE RANCÉE;Le François;97210;En activité;2015;1;1;1;328;"] 200 ; 2 000 [ EH";328;1000;Oui;Oui;N/A;Oui;2024-12-17;Inconnu;Absence de rejets directs temps sec;0;;080000697210;LE FRANCOIS - MANSARDE RANCÉE;Urbain;1;En service;2015-01-01;;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;Le François;97210;725457;1620395;UTM Nord fuseau 20;39;14.6476325;-60.9066695;1000;60;58;328;13;Filtres Plantés;;Arrêté du 21 juillet 2015 relatif à l'assainissement des agglomérations;;Traitement approprié;2005-12-31;2024-01-01;;;;;;;Oui;Traitement approprié;;;;Non;Non valide;Oui;Oui;;;Oui; ;0;0;0;Non;0;0;0;0;0;0;0;0;0;0;0;2024-12-17;REJET PRINCIPAL DE FRANCOIS- Mansarde Rancée;Eau douce de surface;MARTINIQUE               ;725495;1620411;14.6477739;-60.9063155;Non;Hors Zone Sensible;FR_HZS_00000  ;Non;;Non;;S080000697210;Systeme de collecte - FRANCOIS- Mansarde Rancée;;;97210 : Le François
