code_steu;nom_steu;nature_steu;code_sandre_nature_steu;commune_implantation;code_insee_commune;maitre_ouvrage;exploitant;epci_normalise;latitude_wgs84;longitude_wgs84;date_mise_service;date_mise_hors_service;source_file;first_seen_year;last_seen_year
080001697221;RIVIERE-SALEE - BOIS TI-BAUME;Privé;4;Rivière-Salée;97221;;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.5122343;-60.9590944;2010-01-28;;export-as-telechargement(2).csv;2022;2022
080000497221;RIVIERE-SALEE - RESIDENCE DESMARINIERES;Privé;4;Rivière-Salée;97221;SOCIETE OZANAM S.A HABIT LOYER MODERE;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.5093739;-60.9419885;2015-01-01;;export-as-telechargement(2).csv;2022;2022
080000297221;RIVIERE-SALEE - FOND MASSON;Urbain;1;Rivière-Salée;97221;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5410514;-60.9373816;1990-01-01;;export-as-telechargement(2).csv;2022;2022
080000397221;RIVIERE-SALEE - KANEL;Urbain;1;Rivière-Salée;97221;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5042606;-60.9638979;1990-01-01;;export-as-telechargement(2).csv;2022;2022
080001597221;RIVIERE-SALEE - RESIDENCE LES DIGUES;Privé;4;Rivière-Salée;97221;SIMAR;CAIALI;Non déterminé;14.5549641;-60.9524211;2018-01-01;;export-as-telechargement(2).csv;2022;2022
080000497222;LE ROBERT - VERT PRE;Urbain;1;Le Robert;97222;Communauté d'Agglomération du Pays Nord Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAP Nord;14.687856;-60.9835875;2006-01-01;;export-as-telechargement(2).csv;2022;2022
080000197226;SAINTE-ANNE - BELFOND;Urbain;1;Sainte-Anne;97226;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.4456794;-60.8772305;2001-01-01;;export-as-telechargement(2).csv;2022;2022
080000397226;SAINTE ANNE - MAHOGANY;Privé;4;Sainte-Anne;97226;;SOCIETE MARTINIQUAISE DES EAUX;Non déterminé;14.4456974;-60.8384713;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000697226;SAINTE-ANNE - RESIDENCE SOLEIL LEVANT;Privé;4;Sainte-Anne;97226;;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.4471567;-60.8360092;2000-01-21;;export-as-telechargement(2).csv;2022;2022
080000197227;SAINTE-LUCE - GROS RAISIN;Urbain;1;Sainte-Luce;97227;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.4676544;-60.9349914;2001-01-01;;export-as-telechargement(2).csv;2022;2022
080000597227;SAINTE-LUCE - BELLEVUE LADOUR;Urbain;1;Sainte-Luce;97227;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.4770514;-60.9390037;1990-01-01;;export-as-telechargement(2).csv;2022;2022
080000397227;SAINTE-LUCE - LES COTEAUX;Urbain;1;Sainte-Luce;97227;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.4967561;-60.9770167;1992-12-31;;export-as-telechargement(2).csv;2022;2022
080000697227;SAINTE-LUCE - COLLEGE RAMA;Privé;4;Sainte-Luce;97227;FEDERAT EGLISE ADVENT 7E JOUR MARTINIQUE;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.4924141;-60.9556308;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000297228;SAINTE-MARIE - POINTE BENIE;Urbain;1;Sainte-Marie;97228;Communauté d'Agglomération du Pays Nord Martinique;SOC EAUX ET ASSAINISSEMENT;CAP Nord;14.7939653;-61.0004617;2007-12-31;;export-as-telechargement(2).csv;2022;2022
080001497228;SAINTE-MARIE - BON AIR;Urbain;1;Sainte-Marie;97228;Communauté d'Agglomération du Pays Nord Martinique;SOC EAUX ET ASSAINISSEMENT;CAP Nord;14.7443605;-61.0032554;2018-01-01;;export-as-telechargement(2).csv;2022;2022
080000797228;SAINTE-MARIE - CUISINE SCOLAIRE;Privé;4;Sainte-Marie;97228;DATEX MARTINIQUE;;Non déterminé;14.8048025;-61.0069942;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000397228;SAINTE-MARIE - RECULEE;Urbain;1;Sainte-Marie;97228;Communauté d'Agglomération du Pays Nord Martinique;SOC EAUX ET ASSAINISSEMENT;CAP Nord;14.7759561;-61.0320916;1992-01-01;;export-as-telechargement(2).csv;2022;2022
080000897228;SAINTE-MARIE - ROSE DES VENTS;Privé;4;Sainte-Marie;97228;;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.7601646;-60.9864978;2015-01-01;;export-as-telechargement(2).csv;2022;2022
080001097228;SAINTE-MARIE - SAINT PAUL;Privé;4;Sainte-Marie;97228;LA MARTINIQ HLM SA HABIT LOYER MODERE;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.7475419;-61.0117044;2015-01-21;;export-as-telechargement(2).csv;2022;2022
080000197223;SAINT-ESPRIT - PETIT FOND;Urbain;1;Saint-Esprit;97223;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5562581;-60.9423245;2006-01-01;;export-as-telechargement(2).csv;2022;2022
080000497223;SAINT-ESPRIT - ZAC AVENIR;Privé;4;Saint-Esprit;97223;MSMG SYNDIC;SO.TR.A.G. SOCIETE DE TRAVAUX ANTILLES;Non déterminé;14.5581635;-60.9380762;2009-01-01;;export-as-telechargement(2).csv;2022;2022
080000297223;SAINT-ESPRIT - PETER MAILLET;Urbain;1;Saint-Esprit;97223;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5565136;-60.917078;1990-01-01;;export-as-telechargement(2).csv;2022;2022
080000397223;SAINT-ESPRIT - REGALE;Urbain;1;Saint-Esprit;97223;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5441511;-60.9149583;1990-01-01;;export-as-telechargement(2).csv;2022;2022
080000897223;SAINT-ESPRIT - RESIDENCE LES COULISSES;Privé;4;Saint-Esprit;97223;SIMAR;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.5620302;-60.908463;2012-01-01;;export-as-telechargement(2).csv;2022;2022
080000797224;SAINT-JOSEPH - BAMBOU-DUCHAMP;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6547927;-61.0526797;2012-12-31;;export-as-telechargement(2).csv;2022;2022
080000897224;SAINT-JOSEPH - BELLE ETOILE;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6699782;-61.0284566;2012-12-31;;export-as-telechargement(2).csv;2022;2022
080002497224;SAINT-JOSEPH - CHOCO CHOISY;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6691951;-61.0203226;2016-06-12;;export-as-telechargement(2).csv;2022;2022
080000297224;SAINT-JOSEPH - CHOISY;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6622841;-61.0120956;2013-01-01;;export-as-telechargement(2).csv;2022;2022
080001397224;SAINT-JOSEPH - GONDEAU MONTROSE;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6494693;-61.0311369;2000-04-23;;export-as-telechargement(2).csv;2022;2022
080002197224;SAINT-JOSEPH - DOMINANTE OUEST;Privé;4;Saint-Joseph;97224;;;Non déterminé;14.6494512;-61.0322045;2014-01-01;;export-as-telechargement(2).csv;2022;2022
080001197224;SAINT-JOSEPH - LA CHAPPELLE;Privé;4;Saint-Joseph;97224;SOCIETE OZANAM S.A HABIT LOYER MODERE;;Non déterminé;14.6766809;-61.0185937;2023-01-18;;export-as-telechargement(2).csv;2022;2022
080000397224;SAINT-JOSEPH - LES HAMEAUX;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6721871;-61.0225329;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000197224;SAINT-JOSEPH - ROSIERES;Urbain;1;Saint-Joseph;97224;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;CACEM;14.6684198;-61.0386444;2007-01-01;;export-as-telechargement(2).csv;2022;2022
080001597224;SAINT-JOSEPH - MORNE BASSET;Urbain;1;Saint-Joseph;97224;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;CACEM;14.6558251;-61.0486328;2022-01-01;;export-as-telechargement(2).csv;2022;2022
080002797224;SAINT-JOSEPH - MORNE BASSET 2;Urbain;1;Saint-Joseph;97224;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;CACEM;14.6603063;-61.0474236;2022-01-01;;export-as-telechargement(2).csv;2022;2022
080002097224;SAINT-JOSEPH - POW'ROSE - BELLE ETOILE 2;Privé;4;Saint-Joseph;97224;SIMAR;CAIALI;Non déterminé;14.6716527;-61.0309015;2018-01-01;;export-as-telechargement(2).csv;2022;2022
080000697224;SAINT-JOSEPH - PRESQU'ILE;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6795548;-61.0101666;2012-12-31;;export-as-telechargement(2).csv;2022;2022
080002297224;SAINT-JOSPEH - RAMEDACE NORD;Urbain;1;Saint-Joseph;97224;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;CACEM;14.6494326;-61.0385535;2021-01-01;;export-as-telechargement(2).csv;2022;2022
080000597224;SAINT-JOSEPH - RAVINE BLANCHE NORD;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6754544;-61.021009;2012-01-31;;export-as-telechargement(2).csv;2022;2022
080000497224;SAINT-JOSEPH - RAVINE BLANCHE SUD;Urbain;1;Saint-Joseph;97224;ODYSSI;ODYSSI;CACEM;14.6731651;-61.0196;2013-01-01;;export-as-telechargement(2).csv;2022;2022
08003097224;SAINT-JOSEPH - RAVINE CHARMEUSE;Privé;4;Saint-Joseph;97224;;COTRAM Assainissement;Non déterminé;14.6541393;-61.0415933;2021-01-01;;export-as-telechargement(2).csv;2022;2022
080000397225;SAINT-PIERRE - CDST;Privé;4;Saint-Pierre;97225;COLLECTIVITE TERRITORIALE DE MARTINIQUE;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.7558013;-61.1794683;2002-01-28;;export-as-telechargement(2).csv;2022;2022
080000297225;SAINT-PIERRE - LEP SAINT-JAMES;Privé;4;Saint-Pierre;97225;COLLECTIVITE TERRITORIALE DE MARTINIQUE;SOGEA MARTINIQUE;Non déterminé;14.7460897;-61.1696216;2000-04-23;;export-as-telechargement(2).csv;2022;2022
080000797225;SAINT-PIERRE - MANFENIL;Privé;4;Saint-Pierre;97225;SIMAR;COTRAM Assainissement;Non déterminé;14.7615697;-61.1820857;2015-01-01;;export-as-telechargement(2).csv;2022;2022
080000197225;SAINT-PIERRE - FOND CORRE;Urbain;1;Saint-Pierre;97225;Communauté d'Agglomération du Pays Nord Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAP Nord;14.7588992;-61.1861108;2006-01-01;;export-as-telechargement(2).csv;2022;2022
080000297229;SCHOELCHER - FOND LAHAYE;Urbain;1;Schœlcher;97229;COMMUNAUTE D AGGLOMERATION DU CENTRE DE LA MARTINIQUE;ODYSSI;CACEM;14.6334045;-61.1077499;1993-01-01;;export-as-telechargement(2).csv;2022;2022
080000197230;TRINITE - DESMARINIERES;Urbain;1;La Trinité;97230;Communauté d'Agglomération du Pays Nord Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAP Nord;14.7322816;-60.9539591;1998-01-01;;export-as-telechargement(2).csv;2022;2022
080001097230;TRINITE - VALERIANNE;Privé;4;La Trinité;97230;FONDATION PARTAGE ET VIE;SOC EAUX ET ASSAINISSEMENT;Non déterminé;14.7446033;-60.974031;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000397230;TRINITE - QUARTIER BAC;Urbain;1;La Trinité;97230;Communauté d'Agglomération du Pays Nord Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAP Nord;14.7266525;-60.9468717;1990-12-31;;export-as-telechargement(2).csv;2022;2022
080000197231;LES TROIS-ILETS - ANSE MARETTE;Urbain;1;Les Trois-Îlets;97231;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5482526;-61.0609745;1992-01-01;;export-as-telechargement(2).csv;2022;2022
080000297231;LES TROIS-ILETS - LA FERME;Urbain;1;Les Trois-Îlets;97231;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5252922;-61.0395692;2000-01-01;;export-as-telechargement(2).csv;2022;2022
080000197232;LE VAUCLIN - BOURG;Urbain;1;Le Vauclin;97232;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5477713;-60.84083;1979-01-01;;export-as-telechargement(2).csv;2022;2022
080000297232;LE VAUCLIN - GRAND CASE;Urbain;1;Le Vauclin;97232;Communauté d'Agglomération de l'Espace Sud de Martinique;SOCIETE MARTINIQUAISE DES EAUX;CAESM;14.5682935;-60.8665983;2006-01-01;;export-as-telechargement(2).csv;2022;2022
