Année,Code Sandre de l'ouvrage ,Nom de l'ouvrage,Commentaire,Code alternatif de l'ouvrage,Origine du code alternatif,Département,Code INSEE,Commune,Code INSEE déclaré,Lieu dit,Début,Fin,Volume (m3),Code usage BNPE,Libellé usage BNPE,Code de l'usage déclaré,Usage déclaré,Type d'eau,Longitude,Latitude,Précision de la localisation,Mode d'obtention du volume,Code du statut du volume d'eau,Libellé du statut du volume d'eau,Code de qualification du volume d'eau,Libellé de qualification du volume d'eau,Date de début d'exploitation d'un ouvrage de prélèvement,Date de fin d'exploitation d'un ouvrage de prélèvement,Nature du point de prélèvement,Code BSS,Code de la zone hydrographique,Nom de la zone hydrographique,Code entité hydrographique cours d'eau,Code entité hydrographique plan d'eau,Plan d'eau non référencé,Information complémentaire de la ressource en eau,Code BDRHFV1,Libellé entité hydrologique BDRHFV1,Code BDLISA,Libellé entité hydrologique BDLISA,Code de la mer,Libellé de la mer
2023,OPR0000276802,Rivière pilote,,ODP-0228,OEMAR,972,97220,RIVIERE-PILOTE,97220,,31/12/2022,30/12/2023,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48928955077186,1.3085083207311541E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2812,,28120420,,non,,,,,,,
2023,OPR0000612759,Forage Schoelcher,,ODP-0371,OEMAR,972,97229,SCHLCHER,97229,,31/12/2022,30/12/2023,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.098797234810434,14.651844349564383,5,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1177ZZ0178,,,,,non,,,,,,,
2023,OPR0000276730,L'Or,,ODP-0262,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2022,30/12/2023,0,AEP,EAU POTABLE,5,AEP,CONT,-61.07049743596134,14.649201432964205,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2411,,24110650,,non,,,,,,,
2023,OPR0000276724,Marc Cécile,,ODP-0267,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2022,30/12/2023,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.118605348598635,14.815980150865826,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0047,,,,,non,,,,972AF01,Formations des andésites,,
2023,OPR0000276731,Pécoul FR8,,ODP-0254,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2022,30/12/2023,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.17749932058234,14.771613979598781,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1167ZZ0066/FR8,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276752,Rivière Lézarde - CONSEIL GENERAL,,ODP-B250,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,12093317,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929058485463,1.3259109207824343E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2503,,25031480,,non,,,,,,,
2022,OPR0000276733,Blanche,,ODP-0251,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,10176421,AEP,EAU POTABLE,5,AEP,CONT,-61.04498912469492,14.68352270145589,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2512,,25121080,,non,,,,,,,
2022,OPR0000276729,Blanche Bouliki,,ODP-0260,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,9397698,AEP,EAU POTABLE,5,AEP,CONT,-61.04498912469492,14.68352270145589,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2512,,25121080,,non,,,,,,,
2022,OPR0000276713,Capot,,ODP-0249,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,6892286,AEP,EAU POTABLE,5,AEP,CONT,-61.08087028159415,14.799495436620607,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2115,,21150560,,non,,,,,,,
2022,OPR0000276728,Absalon 1,,ODP-0261,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2021,30/12/2022,6459801,AEP,EAU POTABLE,5,AEP,CONT,-61.07049743596134,14.649201432964205,5,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2301,,23010580,,non,,,,,,,
2022,OPR0000276714,Lézarde,,ODP-A250,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,6281851,AEP,EAU POTABLE,5,AEP,CONT,-61.024570542369574,14.708455418650365,5,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2503,,25031480,,non,,,,,,,
2022,OPR0000276718,Galion Bras Gommier,,ODP-0270,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,1390202,AEP,EAU POTABLE,5,AEP,CONT,-61.024570542369574,14.708455418650365,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2221,,22211630,,non,,,,,,,
2022,OPR0000276720,Lorrain,,ODP-0269,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,1291368,AEP,EAU POTABLE,5,AEP,CONT,-61.08087028159415,14.799495436620607,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2205,,22051300,,non,,,,,,,
2022,OPR0000276737,Morestin,,ODP-0256,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,1189758,AEP,EAU POTABLE,5,AEP,SOUT,-61.12185325461485,14.769544323206384,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0053,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276751,Rivière Falaise (haut),,ODP-0003,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,988918,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929153466013,1.3405383512941026E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040200,,non,,,,,,,
2022,OPR0000276747,Rivière Poquet (prise haute Leyritz),,ODP-0278,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,584868,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929129208652,1.3402325951336836E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2106,,21060400,,non,,,,,,,
2022,OPR0000276745,Rivière Roche (prise basse),,ODP-0008,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,371972,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929160481798,1.3404811683649263E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040210,,non,,,,,,,
2022,OPR0000276778,Rivière du Lorrain - PER LAGRANGE,,ODP-0353,OEMAR,972,97216,MARIGOT,97216,,31/12/2021,30/12/2022,371270,IRR,IRRIGATION,2,IRRIGATION,CONT,-12.947114685336924,9.633179476124443,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,,,,
2022,OPR0000276746,Rivière Macouba (gravitaire),,ODP-0010,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,354742,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929174601165,1.339618014491218E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2103,,21030480,,non,,,,,,,
2022,OPR0000276742,Rivière Basse Pointe (prise haute  pompage),,ODP-0006,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,296463,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929149229305,1.3391769678162366E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2105,,21050440,,non,,,,,,,
2022,OPR0000276744,Rivière Roche (gravitaire),,ODP-0009,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,283286,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929154871679,1.3411938790066667E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040210,,non,,,,,,,
2022,OPR0000276808,Captage,,ODP-0175,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,250736,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,SOUT,-67.4892921660269,1.333398437248645E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276736,Attila,,ODP-0259,OEMAR,972,97233,MORNE-VERT,97233,,31/12/2021,30/12/2022,250351,AEP,EAU POTABLE,5,AEP,SOUT,-61.13602598165926,14.704653003726108,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1173ZZ0068,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276725,Montagne Pelée 1 Pécoul FR3,,ODP-0272,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2021,30/12/2022,227633,AEP,EAU POTABLE,5,AEP,SOUT,-61.118605348598635,14.815980150865826,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0051,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276734,Urion,,ODP-0276,OEMAR,972,97233,MORNE-VERT,97233,,31/12/2021,30/12/2022,208047,AEP,EAU POTABLE,5,AEP,CONT,-61.13602598165926,14.704653003726108,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2316,,23160850,,non,,,,,,,
2022,OPR0000639975,Source du Mont Vert -  ASA MONT VERT,,ODP-0394,OEMAR,972,97222,ROBERT,97222,,31/12/2021,30/12/2022,195720,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892900128052,1.3251734982182542E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2226,,22260280,,non,,,,,,,
2022,OPR0000276749,Rivière Poquet (canal Pecoul-Chalvet),,ODP-0004,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,192574,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929133014428,1.3391361103742543E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2106,,21060400,,non,,,,,,,
2022,OPR0000276807,Canal Rivière du Galion,,ODP-0106,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,173979,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48929000240707,1.327788177237035E-4,1,EST,0,Non qualifié,1,Correcte,31/12/1899,,F,,2225,,22251012,,non,,,,,,,
2022,OPR0000639976,Rivière Falaise (haut),,ODP-0395,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,160000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929153466013,1.3405383512941026E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040200,,non,,,,,,,
2022,OPR0000276743,Rivière Basse Pointe (canal Gradis),,ODP-0007,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,152843,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929144077887,1.34018533336521E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2105,,21050440,,non,,,,,,,
2022,OPR0000276716,Calvaire,,ODP-0271,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,149509,AEP,EAU POTABLE,5,AEP,CONT,-61.024570542369574,14.708455418650365,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2221,,22211630,,non,,,,,,,
2022,OPR0000276801,Canal Rivière du Galion,,ODP-0098,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,146108,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.48929000240707,1.327788177237035E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2225,,22251012,,non,,,,,,,
2022,OPR0000276721,Essente,,ODP-0273,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,140324,AEP,EAU POTABLE,5,AEP,SOUT,-61.17749932058234,14.771613979598781,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0050,,,,,non,,,,972AF01,Formations des andésites,,
2022,OPR0000276805,Captage sur rivière Roxelane,,ODP-0102,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,136374,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48929182266461,1.331508699689155E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2328,,23280480,,non,,,,,,,
2022,OPR0000276727,Piton Gelé,,ODP-0274,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,128469,AEP,EAU POTABLE,5,AEP,SOUT,-61.12185325461485,14.769544323206384,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1173ZZ0065,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276787,Source Affluent Petite Riviere Lézarde - SARL BAGATELLE,,ODP-0107,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,111690,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892903544115,1.3255622323980477E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AG17,Laves de Vert Pré et du François,,
2022,OPR0000276738,Yang Ting,,ODP-0252,OEMAR,972,97208,FONDS-SAINT-DENIS,97208,,31/12/2021,30/12/2022,108132,AEP,EAU POTABLE,5,AEP,SOUT,-61.107722352142325,14.72273962354209,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1173ZZ0062,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276722,Fonds Les Sources,,ODP-0265,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2021,30/12/2022,104564,AEP,EAU POTABLE,5,AEP,SOUT,-61.118605348598635,14.815980150865826,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0046,,,,,non,,,,972AF01,Formations des andésites,,
2022,OPR0000567238,Rivière Saint Pierre - Habitation PERINELLE,,ODP-B023,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,101771,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929196760315,1.3311545088026767E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2001,,20010280,,non,,,,,,,
2022,OPR0000276797,Rivière Sainte Marie,,ODP-0094,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,97008,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48929035650804,1.333321505359738E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2213,,22131360,,non,,,,,,,
2022,OPR0000276715,Demare,,ODP-0264,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,85793,AEP,EAU POTABLE,5,AEP,SOUT,-61.11736704916713,14.840926344506983,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0048,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000493792,Rivière Blanche - SIBAN Station STA - 48,,ODP-0355,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,85538,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929057041268,1.3227536004941794E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2401,,24010520,,non,,,,,,,
2022,OPR0000493700,Source du Mont Vert -  ASA MONT VERT,,ODP-0088,OEMAR,972,97222,ROBERT,97222,,31/12/2021,30/12/2022,84827,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892900128052,1.3251734982182542E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2226,,22260280,,non,,,,,,,
2022,OPR0000276764,Rivière claire - Hangar Habitation ASSIER,,ODP-0283,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,84049,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929106215398,1.3378862067131892E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2208,,22080120,,non,,,,,,,
2022,OPR0000276806,Rivière  Saint-Pierre,,ODP-0105,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,83250,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.48929212568453,1.331731026578068E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2004,,20040430,,non,,,,,,,
2022,OPR0000639977,Rivière  Poquet Prise haute Leyritz,,ODP-0396,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,80000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929129208652,1.3402325951336836E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2106,,21060400,,non,,,,,,,
2022,OPR0000639979,Rivière Roche (prise basse),,ODP-0399,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,80000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929160481798,1.3404811683649263E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040210,,non,,,,,,,
2022,OPR0000276726,Montagne Pelée 2,,ODP-0294,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2021,30/12/2022,77134,AEP,EAU POTABLE,5,AEP,SOUT,-61.118605348598635,14.815980150865826,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0051,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276803,Rivière pilote,,ODP-0229,OEMAR,972,97220,RIVIERE-PILOTE,97220,,31/12/2021,30/12/2022,62125,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48928955077186,1.3085083207311541E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2812,,28120420,,non,,,,,,,
2022,OPR0000493763,Rivière Blanche - SIBAN GT - 41,,ODP-0354,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,56720,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929052525939,1.3235337759957534E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2514,,25141080,,non,,,,,,,
2022,OPR0000612760,Forage Bouliki,,ODP-0372,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,52553,AEP,EAU POTABLE,5,AEP,SOUT,-61.04498912469492,14.68352270145589,5,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,BSS003IUOK,,,,,non,,,,,,,
2022,OPR0000612759,Forage Schoelcher,,ODP-0371,OEMAR,972,97229,SCHLCHER,97229,,31/12/2021,30/12/2022,49576,AEP,EAU POTABLE,5,AEP,SOUT,-61.098797234810434,14.651844349564383,5,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1177ZZ0178,,,,,non,,,,,,,
2022,OPR0000276735,Verrier,,ODP-0257,OEMAR,972,97233,MORNE-VERT,97233,,31/12/2021,30/12/2022,49492,AEP,EAU POTABLE,5,AEP,CONT,-61.13602598165926,14.704653003726108,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2316,,23160750,,non,,,,,,,
2022,OPR0000276719,Grand'Rivière,,ODP-0268,OEMAR,972,97211,GRAND'RIVIERE,97211,,31/12/2021,30/12/2022,48243,AEP,EAU POTABLE,5,AEP,CONT,-61.17984147677704,14.846996984898727,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2101,,21010860,,non,,,,,,,
2022,OPR0000567237,Rivière Lézarde - SARL RIVIERE LEZARDE,,ODP-0117,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,47063,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.4892903333757,1.321636461881144E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276814,Lafort SOMES,,ODP-0115,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,45993,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",8,EMBOUTEILLAGE,SOUT,-67.48929144601344,1.3308409063005628E-4,1,EST,0,Non qualifié,1,Correcte,31/12/1899,,F,,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000493705,Rivière Blanche - CHARMINE BANANIERE,,ODP-0103,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,45000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929053307162,1.3235899666504065E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2514,,25141080,,non,,,,,,,
2022,OPR0000276812,Source Mabelo SEMDD,,ODP-0113,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2021,30/12/2022,42215,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",8,EMBOUTEILLAGE,SOUT,-67.48929121553162,1.3223890472452028E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276769,Rivière Lézarde SARl PETIT MORNE  P2,,ODP-0247,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,41558,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929020767206,1.318465793127955E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2541,,25411480,,non,,,,,,,
2022,OPR0000276763,N°20 Retenue Rivière Lorrain - Habitation ASSIER,,ODP-B021,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,41330,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929099287413,1.3378255064876803E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2207,,22071200,,non,,,,,,,
2022,OPR0000276739,Rivière Lézarde - DESIRADE SARL,,ODP-A001,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,40500,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892903333757,1.321636461881144E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000639980,Rivière Macouba (gravitaire),,ODP-0400,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,40000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929174601165,1.339618014491218E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2103,,21030480,,non,,,,,,,
2022,OPR0000639982,Rivière Roche (gravitaire),,ODP-0405,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,40000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929154871679,1.3411938790066667E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040210,,non,,,,,,,
2022,OPR0000639981,Rivière Basse Pointe (canal Gradis),,ODP-0401,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,40000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929144077887,1.34018533336521E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2105,,21050440,,non,,,,,,,
2022,OPR0000639978,Rivière Basse Pointe (prise haute  pompage),,ODP-0397,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,40000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929149229305,1.3391769678162366E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2105,,21050440,,non,,,,,,,
2022,OPR0000276811,Source Didier SEMDD,,ODP-0112,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2021,30/12/2022,39420,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",8,EMBOUTEILLAGE,SOUT,-67.48929121553162,1.3223890472452028E-4,1,EST,0,Non qualifié,1,Correcte,31/12/1899,,F,,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276777,Rivière Lézarde - SARL SOUDON Hangar,,ODP-0033,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,36382,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892902897275,1.3213727356108557E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,P,,2521,,25411480,,non,,,,,,,
2022,OPR0000276741,Rivière Ajoupa-Bouillon - EDEN SARL,,ODP-0002,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2021,30/12/2022,35314,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929156244186,1.335737882288881E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2115,,21150470,,non,,,,,,,
2022,OPR0000276782,Rivière Lézarde - UNION SARL,,ODP-A035,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,32511,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929029907173,1.321061747750336E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
