annee_reference;code_ouvrage;nom_ouvrage;departement;code_insee;commune;volume_m3;code_usage_bnpe;libelle_usage_bnpe;code_usage_declare;usage_declare;type_eau;longitude;latitude;precision_localisation;mode_obtention_volume;statut_volume;qualification_volume;code_bss;code_zone_hydro;nom_zone_hydro;code_entite_hydro_cours_eau;code_entite_hydro_plan_eau;code_bdlisa;libelle_bdlisa;date_debut_exploitation;date_fin_exploitation;source_file
2023;OPR0000276815;Rivière Trinité - BANANDES DU GALION Hangar;972;97230;TRINITE;3205;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48928996155084;0.00013270570131433218;1;MES;Contrôlé Niveau 1;Correcte;;2225;;22251790;;;;;;prelevements.csv
2023;OPR0000276795;Source Rivière Roche -EARL LES SERRES DE PREVILLE 07751018;972;97215;MACOUBA;2713;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);SOUT;-67.4892916708457;0.00013390741466798257;1;EST;Contrôlé Niveau 1;Correcte;;;;;;972AC05;Andésites de l'édifice initial du Mont Conil;;;prelevements.csv
2023;OPR0000276794;Source Rivière Roche -EARL LES SERRES DE PREVILLE 07751020;972;97215;MACOUBA;2106;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);SOUT;-67.4892916708457;0.00013390741466798257;1;EST;Contrôlé Niveau 1;Correcte;;;;;;972AC05;Andésites de l'édifice initial du Mont Conil;;;prelevements.csv
2023;OPR0000276758;Rivière Lézarde N°2;972;97213;LAMENTIN;1590;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929034134922;0.00013225934169185753;1;MES;Contrôlé Niveau 1;Correcte;;2521;;25211480;;;;;;prelevements.csv
2023;OPR0000276793;Source Rivière Roche -EARL LES SERRES DE PREVILLE 196553;972;97215;MACOUBA;1324;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);SOUT;-67.4892916708457;0.00013390741466798257;1;EST;Contrôlé Niveau 1;Correcte;;;;;;972AC05;Andésites de l'édifice initial du Mont Conil;;;prelevements.csv
2023;OPR0000276771;Rivière Lézarde SARl PETIT MORNE  P0;972;97213;LAMENTIN;1090;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.4892902178853;0.00013180601920849248;1;MES;Contrôlé Niveau 1;Correcte;;2541;;25411480;;;;;;prelevements.csv
2023;OPR0000276759;Rivière Lézarde Hangar;972;97213;LAMENTIN;1076;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929034490592;0.00013221315350250818;1;MES;Contrôlé Niveau 1;Correcte;;2521;;25211480;;;;;;prelevements.csv
2023;OPR0000276820;Source du Mont Vert -  ASA MONT VERT Hangar;972;97222;ROBERT;968;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.4892900128052;0.00013251734982182542;1;MES;Contrôlé Niveau 1;Correcte;;2226;;22260280;;;;;;prelevements.csv
2023;OPR0000276774;Rivière du Galion - Banane du Malgre tout;972;97230;TRINITE;181;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929006618289;0.00013271169015620086;1;MES;Contrôlé Niveau 1;Correcte;;2223;;22231010;;;;;;prelevements.csv
2023;OPR0000276717;Essente;972;97218;MORNE-ROUGE;0;AEP;EAU POTABLE;5;AEP;CONT;-61.12185325461485;14.769544323206384;5;MES;Contrôlé Niveau 1;Correcte;;2328;;23280320;;;;;;prelevements.csv
2023;OPR0000276741;Rivière Ajoupa-Bouillon - EDEN SARL;972;97201;AJOUPA-BOUILLON;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929156244186;0.0001335737882288881;1;MES;Contrôlé Niveau 1;Correcte;;2115;;21150470;;;;;;prelevements.csv
2023;OPR0000276748;Rivière Falaise bois neuf;972;97203;BASSE-POINTE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929139605553;0.000133751370615731;1;EST;Contrôlé Niveau 1;Correcte;;2117;;21170290;;;;;;prelevements.csv
2023;OPR0000276750;Rivière Poquet (prise basse Etan / Eyma);972;97203;BASSE-POINTE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929145919853;0.000133847011992915;1;EST;Contrôlé Niveau 1;Correcte;;2106;;21060400;;;;;;prelevements.csv
2023;OPR0000276809;Rivière du Cabet Aqualand;972;97204;CARBET;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);7;LOISIRS;CONT;-67.48929182736802;0.00013273159558110825;1;MES;Non qualifié;Correcte;;2322;;23221600;;;;;;prelevements.csv
2023;OPR0000276785;Rivière La Manche - EARL RIVIERE LA MANCHE;972;97207;DUCOS;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929007264208;0.00013136318625508238;1;MES;Contrôlé Niveau 1;Correcte;;2808;;28080350;;;;;;prelevements.csv
2023;OPR0000276787;Source Affluent Petite Riviere Lézarde - SARL BAGATELLE;972;97212;GROS-MORNE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);SOUT;-67.4892903544115;0.00013255622323980477;1;EST;Contrôlé Niveau 1;Correcte;;;;;;972AG17;Laves de Vert Pré et du François;;;prelevements.csv
2023;OPR0000276732;Pécoul FR1 bis;972;97225;SAINT-PIERRE;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.17749932058234;14.771613979598781;5;MES;Contrôlé Niveau 1;Correcte;1167ZZ0042;;;;;972AF07;Hyaloclastites du Morne Jacob;;;prelevements.csv
2023;OPR0000612760;Forage Bouliki;972;97224;SAINT-JOSEPH;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.04498912469492;14.68352270145589;5;EST;Contrôlé Niveau 1;Correcte;BSS003IUOK;;;;;;;;;prelevements.csv
2023;OPR0000276740;Rivière Lézarde - HANGAR DESIRADE SARL;972;97213;LAMENTIN;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929023975424;0.00013203838520835524;1;MES;Contrôlé Niveau 1;Correcte;;2521;;25211480;;;;;;prelevements.csv
2023;OPR0000276817;Rivière lézarde;972;97213;LAMENTIN;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929034490592;0.00013221315350250818;1;MES;Contrôlé Niveau 1;Correcte;;2521;;25211480;;;;;;prelevements.csv
2023;OPR0000591074;Source Potiche;972;97215;MACOUBA;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.15284944092275;14.847460844106994;5;MES;Contrôlé Niveau 1;Correcte;1166ZZ0020;;;;;;;;;prelevements.csv
2023;OPR0000276768;Rivière Lézarde SARl PETIT MORNE  P1;972;97213;LAMENTIN;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929020849629;0.00013184316097179013;1;MES;Contrôlé Niveau 1;Correcte;;2541;;25411480;;;;;;prelevements.csv
2023;OPR0000276804;Rivière pilote;972;97220;RIVIERE-PILOTE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);4A;Agro-alimentaire;CONT;-67.48928955077186;0.00013085083207311541;1;MES;Non qualifié;Correcte;;2812;;28120420;;;;;;prelevements.csv
2023;OPR0000276784;Rivière Roche - SCEA PREVILLE;972;97215;MACOUBA;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929161530896;0.00013402672289129818;1;EST;Contrôlé Niveau 1;Correcte;;2104;;21040210;;;;;;prelevements.csv
2023;OPR0000276767;Rivière Morne Rouge - Jardiniers du nord;972;97213;LAMENTIN;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929128017986;0.00013314620705479614;1;EST;Contrôlé Niveau 1;Correcte;;2112;;21120552;;;;;;prelevements.csv
2023;OPR0000276766;Rivière Calave - Jardin château Gaillard;972;97218;MORNE-ROUGE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.4892916093869;0.00013313941540947123;1;MES;Contrôlé Niveau 1;Correcte;;2327;;23270130;;;;;;prelevements.csv
2023;OPR0000276786;Rivière La Manche - EARL RIVIERE LA MANCHE Hangar;972;97207;DUCOS;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929002487272;0.00013120946013826462;1;EST;Contrôlé Niveau 1;Correcte;;2803;;28030650;;;;;;prelevements.csv
2023;OPR0000276789;Rivière Lézarde - SARL LITTLE;972;97224;SAINT-JOSEPH;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929039233485;0.00013232558894792881;1;MES;Contrôlé Niveau 1;Correcte;;2514;;25141080;;;;;;prelevements.csv
2023;OPR0000276796;Rivière Longvilliers Pont 1;972;97213;LAMENTIN;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);4B;Industrie hors agro-alim;CONT;-67.4892903996901;0.0001319086054785453;1;MES;Non qualifié;Correcte;;2402;;24020520;;;;;;prelevements.csv
2023;OPR0000493764;Rivière Blanche - SIBAN Station GT;972;97224;SAINT-JOSEPH;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929052525939;0.00013235337759957534;1;MES;Contrôlé Niveau 1;Correcte;;2514;;25141080;;;;;;prelevements.csv
2023;OPR0000276790;Rivière Lézarde - SARL LITTLE Hangar;972;97224;SAINT-JOSEPH;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929035530733;0.00013231690330233194;1;EST;Contrôlé Niveau 1;Correcte;;2521;;25211480;;;;;;prelevements.csv
2023;OPR0000276754;Parcelle CAFE 8;972;97228;SAINTE-MARIE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);CONT;-67.48929038907394;0.00013318860727219733;1;MES;Contrôlé Niveau 1;Correcte;;2212;;22121360;;;;;;prelevements.csv
2023;OPR0000276753;Parcelle 3 Mornes;972;97228;SAINTE-MARIE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929038907394;0.00013318860727219733;1;MES;Contrôlé Niveau 1;Correcte;;2212;;22121360;;;;;;prelevements.csv
2023;OPR0000276756;Parcelle Abricot 2;972;97228;SAINTE-MARIE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.4892904774812;0.00013297818537698683;1;MES;Contrôlé Niveau 1;Correcte;;2221;;22211740;;;;;;prelevements.csv
2023;OPR0000276755;Parcelle Savane;972;97228;SAINTE-MARIE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.4892904774812;0.00013297818537698683;1;MES;Contrôlé Niveau 1;Correcte;;2221;;22211740;;;;;;prelevements.csv
2023;OPR0000276800;Rivière LA DIGUE;972;97225;SAINT-PIERRE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);4B;Industrie hors agro-alim;CONT;-67.48929195844705;0.00013311940136556674;1;MES;Non qualifié;Correcte;;2001;;20010300;;;;;;prelevements.csv
2023;OPR0000276783;Rivière Trinité - EARL HORTICOLE;972;97230;TRINITE;0;IRR;IRRIGATION;2;IRRIGATION;CONT;-67.48929037976549;0.00013296985149794874;1;EST;Contrôlé Niveau 1;Correcte;;2221;;22211790;;;;;;prelevements.csv
2023;OPR0000276810;Rivière Dumauzé SEMDD;972;97209;FORT-DE-FRANCE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);8;EMBOUTEILLAGE;CONT;-67.4892912149045;0.0001322393275526534;1;MES;Non qualifié;Correcte;;2301;;23010580;;;;;;prelevements.csv
2023;OPR0000276788;Source Affluent Rivière du Galion - SARL BAGATELLE;972;97212;GROS-MORNE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);3;AGRICULTURE-ELEVAGE (hors irrigation);SOUT;-67.4892902322109;0.0001327719665689061;1;EST;Contrôlé Niveau 1;Correcte;;;;;;972AG17;Laves de Vert Pré et du François;;;prelevements.csv
2023;OPR0000276801;Canal Rivière du Galion;972;97230;TRINITE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);4B;Industrie hors agro-alim;CONT;-67.48929000240707;0.0001327788177237035;1;MES;Non qualifié;Correcte;;2225;;22251012;;;;;;prelevements.csv
2023;OPR0000276802;Rivière pilote;972;97220;RIVIERE-PILOTE;0;IND;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);4A;Agro-alimentaire;CONT;-67.48928955077186;0.00013085083207311541;1;MES;Non qualifié;Correcte;;2812;;28120420;;;;;;prelevements.csv
2023;OPR0000612759;Forage Schoelcher;972;97229;SCHLCHER;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.098797234810434;14.651844349564383;5;EST;Contrôlé Niveau 1;Correcte;1177ZZ0178;;;;;;;;;prelevements.csv
2023;OPR0000276730;L'Or;972;97209;FORT-DE-FRANCE;0;AEP;EAU POTABLE;5;AEP;CONT;-61.07049743596134;14.649201432964205;5;MES;Contrôlé Niveau 1;Correcte;;2411;;24110650;;;;;;prelevements.csv
2023;OPR0000276724;Marc Cécile;972;97201;AJOUPA-BOUILLON;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.118605348598635;14.815980150865826;5;MES;Contrôlé Niveau 1;Correcte;1168ZZ0047;;;;;972AF01;Formations des andésites;;;prelevements.csv
2023;OPR0000276731;Pécoul FR8;972;97225;SAINT-PIERRE;0;AEP;EAU POTABLE;5;AEP;SOUT;-61.17749932058234;14.771613979598781;5;MES;Contrôlé Niveau 1;Correcte;1167ZZ0066/FR8;;;;;972AF07;Hyaloclastites du Morne Jacob;;;prelevements.csv
