annee_reference;indicator_id;domain;territoire;value;unit;source_primary;source_detail;source_file;source_page;coverage_status;quality_status;record_role;population_millesime;note
2023;P301.3;ANC;CAESM;;%;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;2;NOT_APPLICABLE;NOT_CALCULABLE;DIAGNOSTIC;;D302.0 = 70 (<100), le RPQS indique que P301.3 ne doit pas être calculé.
2023;EP_VOLUME_PRODUIT;EAU_POTABLE;CAP_NORD_CONTRAT_SME;5376217.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_VOLUME_MIS_DISTRIBUTION;EAU_POTABLE;CAP_NORD_CONTRAT_SME;7732079.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_VOLUME_FACTURE;EAU_POTABLE;CAP_NORD_CONTRAT_SME;3824192.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_RESEAU_KM;EAU_POTABLE;CAP_NORD_CONTRAT_SME;950.41;km;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;P104.3_LOCAL;EAU_POTABLE;CAP_NORD_CONTRAT_SME;50.8;%;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_ABONNES;EAU_POTABLE;CAP_NORD_CONTRAT_SME;38372.0;abonnés;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;P102.1_LOCAL;EAU_POTABLE;CAP_NORD_CONTRAT_SME;100.0;%;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;D301.0_LOCAL;ANC;CAP_NORD;96187;habitants;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;3;COMPLETE;METHODOLOGY_TO_REVIEW;DIAGNOSTIC;;La valeur correspond à une population INSEE ancienne du territoire et semble surestimer la population réellement en ANC.
2023;P301.3_PUBLISHED;ANC;CAP_NORD;28.0;%;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;9;COMPLETE;SOURCE_CALCULATION_ERROR;AUDIT;;"Valeur publiée 2023 ; 4801/18322 = 26,20 %. Le RPQS 2024 corrige rétrospectivement 2023 à 26,20 %."
2023;P301.3;ANC;CAP_NORD;26.203471236764546;%;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;9;COMPLETE;REVISED_BY_LATER_SOURCE;PRODUCTION;;Valeur recalculée et confirmée par le RPQS 2024.
2023;RES_007;RESSOURCE;Martinique;29;nb;BNPE;Nombre d'ouvrages AEP présents dans BNPE;mart_bnpe_indicateurs_2023.csv;;COMPLETE;INCOMPLETE_INVENTORY;DIAGNOSTIC;;BNPE non exhaustive pour le comptage des captages.
2023;RES_008;RESSOURCE;Martinique;13;nb;BNPE;Nombre d'ouvrages AEP CONT présents dans BNPE;mart_bnpe_indicateurs_2023.csv;;COMPLETE;INCOMPLETE_INVENTORY;DIAGNOSTIC;;BNPE non exhaustive pour le comptage des captages.
