annee_reference;indicator_id;domain;territoire;perimeter_id;value;unit;source_primary;source_detail;source_file;source_page;coverage_status;quality_status;record_role;population_millesime;definition;note
2024;P104.3_REPORTED_RT;EAU_POTABLE;ROBERT_TRINITE;ROBERT_TRINITE_EXSICSM;41.3;%;RAD_RPQS;RPQS;https://www.services.eaufrance.fr/sispea/referential/download-rpqs.action?collectivityId=236434&rpqsId=1022913;40;COMPLETE;SOURCE_ERROR_SUSPECTED;AUDIT;;Valeur RPQS 2024 publiée dans un tableau récapitulatif.;Incompatible avec le RAD et une correction CAP Nord ultérieure à 81 %.
2024;P104.3_REPORTED_RT_CORRECTED;EAU_POTABLE;ROBERT_TRINITE;ROBERT_TRINITE_EXSICSM;81.0;%;RAD_RPQS;CAP_NORD;https://politique.pappers.fr/commune/document/7bbc838df394e19132363f2e808df0e0;;COMPLETE;REVISED_BY_LATER_SOURCE;DIAGNOSTIC;;Valeur figurant dans un document CAP Nord ultérieur.;Cohérent avec le rendement technique Ex-SICSM 81,0 %, mais le RAD ne permet pas d'établir un P104.3 autonome RT.
2024;P106.3;EAU_POTABLE;CAP_NORD_DSP_2020_2024;CAP_NORD_DSP_2020_2024;9.87;m³/km/j;RAD_RPQS;RAD;RAD_Eau_potable_CAP_NORD_2024.pdf;47;COMPLETE;OK;PRODUCTION;;Indice linéaire de pertes du contrat CAP Nord.;
2024;P106.3_CONTRACT;EAU_POTABLE;EX_SICSM;EX_SICSM_DSP_2015_2027;6.28;m³/km/j;RAD_RPQS;RAD;RAD_Eau_Potable_Ex-SICSM_2024_V3.pdf;128;COMPLETE;OK;PRODUCTION;;ILP/pertes du périmètre entier Ex-SICSM.;
2024;SOURCE_COVERAGE;EAU_POTABLE;CACEM;CACEM;;;META;Couverture documentaire;coverage_matrix_v2.csv;;NON_PRODUIT_DECLARE;SOURCE_NOT_PRODUCED;AUDIT;;État de disponibilité de la source locale.;Aucun bilan/RAD 2024 produit selon information ODE fournie le 24/09/2026.
2024;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CACEM;CACEM;50.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CAESM;CAESM;100.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CAP_NORD;CAP_NORD;100.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;Martinique;Martinique;75.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CACEM;CACEM;100.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CAESM;CAESM;0.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CAP_NORD;CAP_NORD;100.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2024;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;Martinique;Martinique;75.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2024.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
