annee_reference,indicator_id,territoire,value,unit,source_primary,source_detail,record_role,note
2022,EP_006,Martinique,21041846,m3/an,RAD_RPQS,ODE rapport 2022 - volumes facturés AEP,VALIDATION,Entrée temporaire de validation ; à remplacer par l'import annuel RAD/RPQS.
